Location,Longitude,Latitude
FLASH FOODS #109,-81.64064598,30.44159496251412
BELLSOUTH JCVLFLEM 31034,-81.63250594,30.287615482039808
SUNSHINE FOOD MART #261,-81.63216577,30.14570380994255
TEXACO #241100023,-81.50972531,30.085561243536812
WINN DIXIE #80,-81.55559652,30.219910301781933
BARNETT INC,-81.71291785,30.322760072110306
ROUX LABORATORIES INC,-81.65000314,30.319450183416652
FILING SOURCE INC,-81.58000312,30.235505721159676
CONCRETE SQUEEZE PUMPS LLC,-81.85584142,30.26318027619393
CP GMC MOTORS LTD,-81.55963128,30.316944296343067
WORLD FORD OF PENSACOLA,-87.25562092,30.480699917960163
SOAP OPERA COIN LAUNDRY,-87.2257005,30.473825861160826
STRADER MFG,-87.21476969,30.442649826814876
ZELMAR UNDERCAR SUPPLY INC,-87.23916789,30.463334691653355
MODERN AUTO GRAFIX,-87.24145158,30.411569902972705
WALLACE DRY CLEANING SERVICES,-87.21243368,30.423944685103578
PLASTIC ARTS SIGNS,-87.26890651,30.408932901505157
AFFORDABLE MANS AUTO,-81.92813759,28.02636282290156
ARMSTRONG WOOD PRODUCTS INC,-81.88148994,28.012816181141645
GENERAL TIRE SERVICE,-81.94525145,28.045658159947774
CIRCLE K STORE #4217,-81.94381915,28.040815742787128
STAMEY AUTO PARTS,-81.69066269,28.022817022103087
WINN DIXIE #632,-81.9728831,27.93982974456593
BAYCHEM INC,-82.02147192,28.048629409426557
UNITED MAINTENANCE OF AUBURNDALE INC,-81.80456033,28.050555887390235
KELLERS CLEANERS,-81.97455171,27.89581443
ANDYS AUTO TRUCK RUSTPROOFING INC,-80.3360522,25.646302763101204
HOME DEPOT #0289,-82.68931833,27.83807211992147
HOME DEPOT #6335,-81.0221918,29.119591582037728
HOME DEPOT #6341,-80.25111371,26.048060283959543
MIAMI DADE COUNTY MEDICAL EXAMINER,-80.21111369,25.793337997684386
BOAT TREE,-81.01356125,29.200177712390044
SUPERIOR WINDOW CORP,-80.32583595,25.863338013390784
TREATED TIMBER PRODUCTS,-87.20034899,30.525904262593507
INTERSTATE BATTERIES,-81.4523183,28.53921574
NAVIGATOR POWER BOATS,-80.18944702,25.841671344220313
EXPRESS LUBE,-81.69625315,30.241033497609237
CVS #5141,-80.07525565,26.84372607212743
GULF COUNTY SHIPBUILDING INC,-85.25255122,29.881767146712946
DOLLAR GENERAL CORP,-82.53190785,29.768827418736244
BOCHNIA AUTO CARE,-83.40341057,30.469410224690606
PICA GRAPHIC PRESS,-87.27110962,30.38970109
PHOTO WORLD,-87.224326,30.498709061650658
SMITHS AUTO REPAIR,-87.24554125,30.420607848863707
GRITS SMALL ENGINES,-87.32922825,30.49600200249404
RUBBER & SPECIALTIES INC,-87.23627847,30.44922121668457
ECONOMY MARINE,-87.27603409,30.42009065364068
BRASS POLISHER,-87.21989774,30.431221713205872
ESCAMBIA TREATING CO,-87.23335744,30.453974745680856
PETE MOORE CHEVROLET,-87.21283327,30.410225764306357
DEBONAIR CLEANERS INC,-87.22585563,30.46964880603946
SINCLAIR & VALENTINE CO INC,-87.32278067,30.608341499523902
MAACO AUTO PAINTING,-87.25854314,30.497138337682646
MAYES PRINTING CO,-87.24838797,30.47572674988765
GREATER PENSACOLA AUTO AUCTION,-87.26057351,30.49701980980161
SOUTHERN MECHANICAL,-87.32343367,30.616881723603893
SOUTHERN MECHANICAL,-87.32343367,30.616881723603893
DIXON SCREEN PRINTING,-87.27157334,30.51895245385076
SOUTHEASTERN FREIGHT LINES INC,-87.2663257,30.53358606813858
DESIGN SYSTEMS SOUTH INC,-87.22048441,30.437184658780115
HANS MAYER,-87.19750257,30.46305802638375
CHEMICAL TRANSPORT OF FLORIDA,-87.17767979,30.49311225577961
21ST CENTURY MARBLE,-87.31538938,30.3951949
BURKES MACHINE SHOP,-87.25618711,30.422438265461842
PEP BOYS,-87.22264375,30.490336781746244
PEN GULF INC,-87.23331025,30.406707123725567
WARD INTERNATIONAL,-87.25333117,30.474703638143897
GARDEN COIN LAUNDRY,-87.31610452,30.42154390240098
GARDEN COIN LAUNDRY,-87.31610452,30.42154390240098
BOOKS OF LOVE,-81.60142797,28.16992253176176
CIRCLE K #0279,-81.92476759,28.02336976686199
CIRCLE K #8817,-81.95688371,28.05535613430743
"AUBURNDALE PLANT HOLDINGS, LLC",-81.79967319,28.05195824816377
PREBORS REPAIR & REFINISHING,-81.99025925,28.06432580265469
DAVEY MARINE CENTER,-80.20744937,26.059218927070233
MCLEANS AUTO SALVAGE INC,-85.60718753,30.189722929173325
TRANSPORTATION SECURITY ADMIN - TSA AT MELBOURNE INTL AIRPOR,-80.62846388,28.096633009216145
ALBAR PRECIOUS METALS REFINING INC,-80.16389147,26.251115892680296
CARLOS MARTINEZ,-81.64374787,26.22642127308683
DREGGORS MARINE,-82.00000628,28.998105416523916
FLORIDA DEP DSCP D297-489502276,-81.38962445,28.563679160695084
MAPLE CORNER,-81.43781697,26.785604195212848
MARINE HYDRAULICS INTL INC - MAYPORT NAVAL STATION,-81.41694752,30.39556131902477
BILGE BATHERS INC,-80.43637242,27.67078207601019
TRANSPORTATION SECURITY ADMIN FT LAUDERDALE HOLLYWOOD INTL,-80.14166924,26.07222695894593
MILLENIUM ENGINE ASSOCIATES,-80.33557884,25.831944977663483
CARMAX #7163,-81.30878437,28.472976140866532
PALM BAY CHEVROLET,-80.65284011,28.033915382246416
JIM COOPER - RESIDENCE,-81.74828654,30.69917215846005
SUNOPTIC TECHNOLOGIES,-81.60821949,30.26128606046586
TAMPA BAY WATER - REGIONAL WATER TREATMENT FACILITIES,-82.34827101,27.96205515810042
SALLY BEAUTY CO INC,-81.66094176,30.472290358333648
M & D TRANSMISSIONS INC,-81.26801407,28.245088586137353
DISCOUNT CAR REPAIR,-82.36519424,29.723025467872688
ATLANTIC AUTO DISCOUNT INC,-80.11510369,26.778528054955036
LOWES OF ROCKLEDGE #1506,-80.74046181,28.296871861143536
OCEAN REEF CLUB INC,-80.28416926,25.318615652475952
ST MARYS BRIDGE,-81.68800356,30.740827087040813
ROBERTS TIRES,-81.60339629,30.332719743919245
FLEET TRAILER SALES INC,-81.63657647,30.430505321041412
SPARKLE PARTS INC JACKSONVILLE,-81.65778092,30.31861684984509
SPARKLE PARTS INC JACKSONVILLE,-81.65778092,30.31861684984509
FINISHMASTER,-81.55695467,30.28602270617675
PROCTOR ACE HARDWARE,-81.39194751,30.292922406435704
DAWSON DEV INC,-81.45153492,30.33103877537474
GRAFIIKKA SIGN STUDIOS,-81.86722541,29.945838978484602
UNIVAR USA INC,-81.71366263,30.344512021209592
J A USED AUTO PARTS,-81.45824747,28.637005343157583
HERTZ RENTAL EQUIPMENT CORP,-81.53496741,30.162490510693516
JAX FOREIGN AUTO,-81.60370304,30.330849771236263
VICKS CLEANERS INC,-87.20989713,30.42278493369832
VICKS CLEANERS INC,-87.27447915,30.523203759705176
CROWN LAUNDRY & DRY CLEANERS INC,-87.21785369,30.428428490820846
CROWN LAUNDRY & DRY CLEANERS INC,-87.21785369,30.428428490820846
ENFINGERS AUTO RADIATOR SERVICE,-87.25598359,30.484035918193015
NU LOOK FURNITURE,-87.24517642,30.42060713
USEPA AMERICAN CREOSOTE WORKS,-87.23842064,30.404770346013393
BARRON AND CO AUTO SERVICE,-85.59160097,30.15541128280047
BELLSOUTH PNSCFLGS 31413,-87.22363124,30.410937430339068
BROWN DIESEL CENTER,-87.21567227,30.44250329897443
COIN A MAT,-87.2879637,30.386807451628492
HOBART CORP,-87.25557934,30.476608416702597
MANSFIELD INDUSTRIAL COATINGS,-87.28787071,30.517640341762494
AUTO AIR & RADIATOR SERVICE,-87.25197322,30.422345154429564
RANGER SCREEN PRINTING,-87.21594494,30.446012578126496
FASHION DRY CLEANERS,-87.19989802,30.486233560538416
VOGUE CLEANERS #1,-87.19479135,30.490882145041002
SCHROEDER ENGINEERING,-87.28892493,30.416963485870426
SLOAN CONSTRUCTION CO,-81.25025299,29.466672215086252
INTERNATIONAL TOOL & MACHINE,-81.26833525,29.557325319698894
CARLSON AIRBODY,-81.25166966,29.466672214736068
BOULDER ROCK BP,-81.22583215,29.554070069808596
USCG CROOKED RIVER LIGHT,-84.70135556,29.82610039971762
FRANKLIN COUNTY SCHOOL BUS GARAGE,-84.99836739,29.72425403564518
MOBILE BOAT REPAIR,-86.9739112,30.404670297725747
MAGNA BON CORPORATION,-80.40921918,27.327274797585172
FLORIDA DOT FT PIERCE MAINT YARD,-80.33622702,27.395936537394498
SUNOCO AKA K & J SUPERSTOP,-80.34114569,27.484195893999903
ST LUCIE BATTERY,-80.38110745,27.44822461
SWIFT WATSON MINE,-81.76595639,27.728384698537006
FLORIDA DMA FLARNG AASF #2,-82.0177962,27.995674924212377
PENSKE TRUCK LEASING CO,-81.39083638,29.900005647750767
MAACO AUTO PAINTING,-81.32160905,29.828743466132227
STAR CLEANERS,-81.33275992,29.89043781304629
RIVERSIDE DRY CLEANERS,-81.3994475,29.90000564720757
G & M TRUCK PLAZA,-81.49618747,30.06630807302698
HOME DEPOT #6334,-81.32035583,29.870111170128556
SAN MARCO THEATER/BEST WESTERN,-81.31486619,29.89975767755156
HUNTLEY JIFFY FOOD STORES #118,-81.2761419,29.844672303687574
DOUG SWAINE TIRE & SERVICE CENTER,-81.32314192,29.913811207959647
FLORIDA NATIONAL GUARD FMS #9,-81.37427899,29.83238365996658
JACK WILSON BUICK PONTIAC GMC,-81.32232442,29.857899305725827
FLORIDA DMA FLARNG OMS #11,-81.320848,29.91076865211459
FRP CORP,-81.50805863,29.713061155477643
VINYL IND PRODUCTS,-81.40222527,29.900005647475094
FLORIDA PETROLEUM REPROCESSORS,-80.33222488,27.470560639249907
FPL WALTON SERVICE CENTER,-80.31111376,27.25556058690614
TOTAL AUTO PAINTING AND COLLOSION CENTER,-80.32478527,27.379020533468402
A & A AUTO SALVAGE INC,-80.34620353,27.500153757799414
LOOK OF CLASS CLEANERS,-80.32743558,27.447742495595573
TROPIC AUTOMOTIVE REPAIR INC,-80.32638105,27.44531807803049
ALL STAR ELECTRIC VEHICLES,-80.32583599,27.398060622137233
SUNOCO,-80.35036061,27.447266189257352
KENNYS AUTOMOTIVE,-80.3244471,27.396671732604492
MOBIL OIL CORP SS #BOQ,-80.37528045,27.258060585644238
K MART #3381,-80.32800177,27.426363850657413
SHEPHERD AUTOMOTIVE,-80.33511399,27.40525873412787
SABAL TRANSPORT INC,-81.78109763,27.952658391402384
SOUTHERN CROSS FIBERGLASS INC,-82.00250825,27.992327534788746
AMAX PHOSPHATE BIG FOUR MINE,-82.05156378,27.73394191532523
IMC AGRICO CO,-81.91220966,27.839852610859015
HOLLY HILL FRUIT PRODUCTS CO INC,-81.600756,28.16425636449505
LAKELAND RUBBER STAMP CO INC,-81.94960501,28.03686090803863
ISC RACING SERVICE,-81.67873204,28.021025521314126
"JVS CONTRACTING, INC.",-81.98532799,27.90670854248318
RHODEN ENTERPRIZES INC,-81.63130894,27.802478080535945
AUTO STORE USA,-81.61907022,28.107066988661753
NEWMAN TRACTOR LLC,-81.88859505,27.899601320600397
MACLAN CORP,-81.90626886,28.020781488800047
BARTOW CITY MOTOR POOL,-81.84731576,27.899744182165655
DALTON ENTERPRISES INC,-81.77696116,28.03097147
JIFFY LUBE STORE #75,-81.95729732,28.00311403881713
CRESCENT CITY FARM SUPPLY,-81.53747833,29.474073153286405
FLORIDA ROCK INDUSTRIES INC KEUKA SAND PLANT,-81.91730325,29.601224451346493
RED BARN ANTIQUES,-81.13055851,29.320838849515507
CV DISCOUNT BEVERAGE,-81.63930378,29.64902491476121
HUNTLEY JIFFY FOOD STORES #9,-81.4241697,29.320838841912252
PENINSULAR AUTO PARTS,-81.51018346,29.429505532451433
SUBURBAN PROPANE FLEET MAINT,-81.66854307,29.64169694007885
PUTNAM COUNTY CENTRAL LANDFILL,-81.72528092,29.633338908317672
TREASURE CHEST THRIFT STORE,-81.51006507,29.423907559231058
CARNES CAR CLINIC,-81.65548456,29.66561286260681
ST JOHNS AUTO BODY,-81.64583284,29.648540609131555
MONTCO RESEARCH PRODUCTS INC,-81.79183649,29.67025558
LLOYD PONTIAC CADILLAC GMC INC,-85.65742418,30.188874066339448
SHELL OIL CO,-85.68333763,30.168061144384172
THE NATURAL LIGHT INC,-85.6680353,30.244023578963812
MCLEAN AUTO BODY & USED CARS,-85.61049487,30.31419045755563
PANAMA CITY TOYOTA,-85.73045842,30.184319452788596
EDGEWATER CLEANERS & LAUNDRY,-85.818227,30.185072116486793
LIGHTHOUSE MARINA,-85.74516956,30.14794591587487
STARBOARD MARINE INC,-85.93747435,30.25303368367188
GENESEE & WYOMING,-85.64360579,30.182817315913645
RUPERTS CLEANERS INC,-85.66212354,30.190846567281614
VA MEDICAL CENTER,-82.34439387,29.63705519841644
USDA ARS GAINESVILLE,-82.35951224,29.634899058416316
PROGRESS CENTER,-82.49139226,29.795561148180106
RIPS 1 HOUR CLEANERS #12,-82.32523531,29.65453959181232
UNIVERSITY OF FLORIDA ENT & NEM,-82.38667,29.65167222896471
QUALITY WEB PLUS MAILING & PRINTING,-82.35727199,29.71709666124653
SANTA FE COLLEGE,-82.43344201,29.68029731786731
FLUORESCENT LAMP RECYCLING,-82.36909869,29.650737256372683
DVORAK MACHINE,-82.14063832,29.757233982178523
SEABRING MARINE IND INC,-82.40572334,29.838755606433036
MIDAS MUFFLER,-82.38227427,29.618794055535034
BELLSOUTH TELECOMMUNICATIONS INC,-82.52119548,29.53171722425494
FLORIDA PEST CONTROL & CHEMICAL CO,-82.32586831,29.66702337269803
FABCO AIR INC,-82.27714399,29.700444103779525
GAINESVILLE PODIATRY ASSOCIATES,-82.40266859,29.661307563838083
RENAISSANCE PRINTING CO INC,-82.33982109,29.656026925400507
COLLINS AUTOMOTIVE,-82.29940103,29.676733848388107
MIDAS MUFFLER,-82.3247219,29.66555953878381
UNIVERSITY OF FLORIDA YEW OF FLORIDA PROJECT,-82.47440492,29.782714396178314
HALE ENTERPRISE,-82.65333675,29.871672273181947
UNIVERSITY OF FLORIDA ENERGY RES PK,-82.35840585,29.62877902984127
EXXON COMPANY USA #44769,-82.37198444,29.65180720155719
TUFFY AUTO SVC CTR,-82.38066427,29.620622221340412
JERRYS A C & AUTO SHOP,-82.32053323,29.681967320918226
TEXACO #246710220,-82.31885256,29.64526020107206
FOXS AUTO BODY,-82.12611439,30.29972794328704
P C R RESEARCH CHEMICAL INC,-82.44470531,30.201246606058838
TEXACO INC,-85.68333763,30.166672254934177
COLLISION CENTER,-85.60744675,30.19543918106661
USDOC FISHERIES SERVICE SOUTHEAST FISHERIES SCIENCE CENTER,-85.71299294,30.14814780529185
PEP BOYS STORE #122,-85.67268977,30.188965760744193
DIXIE SERVICE CLEANERS,-85.68402213,30.177001702210372
PHOTO WORLD,-85.64764451,30.18715856699557
J C METAL SPINNING INC,-80.35227442,27.493298839676775
SOUTHERN FILM EXTRUDERS INC,-80.32778044,27.462227304032254
BILL SHULTZ CHEVROLET,-80.31722488,27.455560636058426
SHERWIN WILLIAMS CO,-80.3269471,27.446949523197645
PORT ST LUCIE BODY SHOP,-80.36138719,27.282339620444894
10 MILE CREEK GROVES INC,-80.33889155,27.48889397714018
DANNYS ALL STAR TRANSMISSIONS,-80.32599841,27.379169783668775
TUXEDO FRUIT CO,-80.3269471,27.447505078730043
SUNSHINE MIRROR CO,-80.40283746,27.472078304751854
CUMBERLAND FARMS #0936,-80.2024552,27.26445022977641
CUMBERLAND FARMS #1094,-80.3733125,27.28058217494192
SMITHS RADIATOR & AIR CONDITIONING,-80.32557227,27.43859366049117
WILLIAMS HAWG WILD AIRPORT,-80.32500266,27.43556063080403
PHIL'S AUTO CLINIC,-80.32003174,27.322601630960843
INDIAN RIVER STATE COLLEGE,-80.35783458,27.424579821760283
SMYRNA READY MIX - PLANT #146,-85.05187616,30.44996317191033
FLORIDA DEP DSCP D293 439700694,-80.2377054,27.17796890226994
GREENSTAR HOLDING CHAMPION CLEANERS,-81.80141542,26.292705619267462
HIRT CONSTRUCTION,-81.16179739,28.849749846646265
UNIVERSAL ENGINEERING SCIENCES INC,-82.37467283,29.611248719557434
SAFT AEROSPACE BATTERIES,-82.50639226,29.800005593512214
LIL CHAMP FOOD STORES INC #1002,-82.27201196,29.63559408889445
SCOOTER SUPERSTORE OF AMERICA,-82.32205198,29.688024155910792
JIFFY LUBE #1837,-82.37283324,29.624429833243912
ANDRX PHARMACEUTICALS INC,-80.20778036,26.006393607770995
NORWEGIAN SPIRIT IMO #9141065,-80.17454632,25.778633244468278
BUTERA BROTHES INC,-82.54640697,27.41857221505936
ALL TUNE & LUBE,-81.32968738,28.68728385840915
WILLIAM ANDREWS DESIGNS INC - STONEFAUX LLC,-80.24284129,25.90695841535932
CONCORD CUSTOM CLEANERS #6045,-84.28684785,30.464551780996704
CUMBERLAND FARMS #1050,-82.3209002,26.934956073263848
ORION ENGINE SERVICES,-80.31392661,25.81456466798607
LEXUS OF JACKSONVILLE,-81.53387716,30.324194576968576
TENNANT DENTAL LABORATORY,-82.37092958,28.008738779544455
WASTE MANAGEMENT OF TAMPA,-82.41314289,27.97502896535024
WASTE MANAGEMENT OF TAMPA,-82.41314289,27.97502896535024
AMOCO SERVICE STATION #6272,-82.41733801,29.659263702191037
TEXACO STATION 100796,-82.33704695,29.65242411887522
TEXACO #241100018,-82.37221246,29.62764172359489
SHADE TREE CREATIONS INC,-82.41289007,29.76986011662074
NORTH 441 PAINT & BODY SHOP,-82.33951879,29.69296457284984
NORTH 441 PAINT & BODY SHOP,-82.33951879,29.69296457284984
GRADY CABINET WORKS,-82.32688398,29.636381893191853
U-HAUL,-82.32530087,29.659621232284778
MATTHEWS CURRIE FORD,-82.45257788,27.125518173686856
SARASOTA COUNTY FLEET MGMT,-82.40045139,27.04402879289048
PAULS AUTO BODY & COLLISION,-82.44873691,27.332581390832484
TRIANGLE COACH WORKS,-82.53187805,27.348977198795378
SARASOTA AUTOMATION INC,-82.52971649,27.350869921350863
SCOTTIS AUTO REPAIR & SALES INC,-82.5138961,27.299223298242733
GRIFFINS DRY CLEANING & LAUNDRY,-81.44130799,27.493832675560427
LESCO INC,-80.4700027,27.49500508713998
FLORIDA DMA NATIONAL GUARD ARMORY,-81.5136954,27.562168857576115
ALAN JAY CHEVROLET CADILLAC INC,-81.4867465,27.490631257655988
CIRCLE K #7451,-81.329358,27.209088830632346
LITTLE FROGGIES FISH AND MEAT MARKET,-81.4210174,27.486428396637645
CIRCLE K #0009,-81.5147174,27.59805270017302
CIRCLE K #7155,-82.5118049,27.98179443660423
CIRCLE K STORE #0129,-82.45076902,28.060612957196046
CIRCLE K #7106,-82.53959385,28.084639544338692
CIRCLE K #4146,-82.59857762,28.004648356917244
CIRCLE K #7435,-82.5061877,28.074668904041825
"DARLING INGREDIENTS, INC.",-82.37210027,27.955289517369124
ALARIC INC,-82.37536044,27.96391063028086
CARRIER SERVICE CENTER,-82.35824718,28.00174188972427
TAMPA AUTOMOTIVE PROTECTION INC,-82.50623612,27.95344054102627
CWR-GULF COAST TERMINAL,-85.63002517,30.143851917933386
SEARCYS BODY SHOP,-84.73278182,30.669450175881895
ROBIN JOHNSON STUCCO INC,-81.94554543,27.20253117553403
P & S GARAGE,-84.59530009,30.58921788425815
GADSDEN ARC,-84.5888655,30.58249468793211
DAVE FLURY,-84.4156859,30.62459468
HIGDON INDUSTRIES INC,-84.59814292,30.582537243200516
PAT HIGDON INDUSTRIES INC,-84.59165517,30.57183124084168
IRVETTE MARINE,-82.8046127,29.605171011476866
MILLER AGENCY INC,-85.29511465,29.81566124175415
ST JOSEPH LAND & DEV CO,-85.29527956,29.814731880539835
METALCOAT INC OF FLORIDA,-82.941573,30.51768655505971
CIRCLE K #7006,-81.82369163,27.63968759158126
CIRCLE K #7476,-81.82599399,27.545190957060544
HARDEE COUNTY SANITARY LANDFILL,-81.78135737,27.57010654755544
U S MACHINE & SUPPLY INC,-81.43778074,26.76333821698693
LABELLE BRAKE & ALIGNMENT,-81.43750296,26.75028265801397
HALLS EQUIPMENT REPAIR,-81.43805852,26.766671551614532
A DUDA & SONS INC,-81.43444741,26.752227103327744
CANE CARE CO INC,-80.93444726,26.750838225127918
CIRCLE K #7508,-82.43622786,28.480506614350364
ATLAS POWDER CO,-82.40460794,28.627014789404203
PCSW RESOURCE RECOVERY FACILITY,-82.56005806,28.36962075173624
RICK MATTHEWS BUICK PONTIAC GMC,-82.47739257,28.532891181753165
DAVES REPAIR INC,-82.39721505,28.569258887055486
GOODYEAR AUTO SERVICE CENTER- BROOKSVILLE,-82.39836638,28.54997002120713
BROTHERS 111 CARBURETORS,-82.4541339,28.540172322911427
KMART #7513,-82.40828786,28.540718574139312
STAR ENTERPRISE,-82.59814519,28.491046502246963
TIRES PLUS LLC #5028,-82.40090127,28.54426376976156
HIGHLANDS AUTO MACHINE,-81.42694743,27.45833838995097
MAKO MARINE,-81.46889188,27.500005065217795
VINCES AIRPORT,-81.38458107,27.23865308607159
HIGHLANDS COUNTY SCHOOLS SHIRLEY,-81.42390654,27.50129453874217
HIGHLANDS COUNTY SCHOOLS BUS CMPD,-81.37461738,27.29431340663489
SUNSHINE NEWSPAPER PRINTING,-81.34517842,27.20920385796948
GATE STATION,-81.35917351,27.304159186480824
SHELL STATION,-81.51395354,27.606199285263617
HIGHLANDS DRY CLEANERS,-81.50030787,27.59594789437098
SEMINOLE TIRE CO,-81.35932971,27.290906238709347
